report_date,stock_code,company_name,title,summary,sentiment_label,sentiment_score,gap_score
2021-03-31,157,中联重科,公司各产品线市场地位持续提升，2021Q1业绩取得高增长,"事件：公司发布2020年年报，全年实现收入651.09亿，同比增长50.34%，归母净利润72.81亿，同比增长66.55%，经营性现金流净额74.22亿，同比增长19.33%。同时，公司发布了2021年一季报预告，2021Q1实现盈利22-26亿，同比增长114.41%-153.39%。
受益行业需求保持高景气，业绩实现高增长：2020年公司实现收入651.09亿，同比增长50.34%，归母净利润72.81亿，同比增长66.55%，主要是受益于国内基建、新能源等下游行业需求保持高景气，产品迭代和环保升级拉动设备需求，公司核心板块产品订单和销量持续高增长。另外，公司严控各项费用支出，随着销售规模增长，平均生产成本和费用率同比显著下降。2021Q1公司实现盈利22-26亿，同比增长114.41%-153.39%，主要系去年一季度受疫情影响基数较低，今年需求仍保持高景气影响。",neutral,-0.00015527551,0.016035676
2021-09-05,63,中兴通讯,业绩稳步提升，消费者业务增速亮眼,"事件：公司发布2021年半年度报告，2021年上半年公司实现营业收入530.7亿元，同比增长12.4%；归母净利润40.8亿元，同比增长119.6%，位于业绩预告的上限。其中，2021年第二季度实现营业收入268.3亿元，同比增长4.3%；归母净利润19亿元，同比增长76.1%。
净利润高增长，毛利率修复显著。剔除2020年疫情导致的低基数影响，近两年公司归母净利润的复合增速66.5%。毛利率方面，2021上半年公司毛利率为36.1%，同比上升了2.7个百分点，其中，Q2单季度毛利率为36.8%，同比上升了8.3个百分点，得益于全球5G部署，加速了相关产品落地。研发投入方面，上半年共计投入研发费用88.6亿元，同比增长33.5%，占营业收入的16.7%。",neutral,-8.257921e-05,0.022640347
2021-03-04,63,中兴通讯,科技龙头，5G铸就,"推荐逻辑：公司]在国内5G无线侧份额在此前二期招标约30%份额的基础上有望稳步提升，2021年5G无线产品毛利率有望上行；2020H1公司应收账款周转天数快速下降到69.9天，且5G时代公司存货的质量更高，资产质量改善显著；行业应用5G设备支出市场快速增长，公司政企业务布局和上游芯片研发持续投入，具备成长为多元业务科技龙头潜力。
5G时代国内设备商破圈潜力巨大。纵观全球通信设备行业的竞争演变，仅有国内厂商有成功转型为多元科技巨头的破圈先例，我们认为主要原因在于设备商有专利技术壁垒为“锚”，能力圈拓展进可攻退可守，更为重要的是国内有巨大的消费应用市场以及配套成熟的产业链支持。5G时代随着无线侧集成趋势增强，设备商产业链地位持续提升，国产替代背景下设备商在上游的突破一旦实现“由点及面”，技术能力将再上新台阶。我们认为天时地利条件具备，5G时代国内设备商破圈潜力巨大。",neutral,-0.00020107563,0.86775964
2021-11-02,66,中国长城,收入保持高增速，拆分长城信息,"事件：公司发布2021年三季报，前三季度实现营业收入118.71亿元，同比增长59.13%；归母净利润1.03亿元；扣非后的归母净利润-0.60亿元。
收入端保持大幅度增长，利润扭亏。2021年前三季度，公司继续实现了收入的大幅增长，反映出信创良好的发展态势。公司克服全球电子元器件缺货和涨价的双重影响导致原材料成本上升的不利因素，通过持续推进精细化管理等系列降本增效措施，促进成本降控和优化，积极推动盈利能力提升。",neutral,-0.00010270998,0.05486405
2021-08-30,31,大悦城,净利润率回升至8.2%，三道红线维持黄档,2021年上半年，大悦城重点布局的城市市场表现较好，并且企业首开项目去化率高，企业销售金额同比增长20.3%至359.6亿元。在盈利能力方面，2021年上半年大悦城的营业收入和净利润同比均上升，截至2021年中期，企业预收账款合计427.1亿元，则有助于保障未来营业收入的持续结转。,neutral,-0.0001062926,0.14121813
2021-03-18,63,中兴通讯,进入利润释放期，有望迎来盈利和估值双升,"业绩简评
公司发布2020年度报告及2021年一度报指引。2020年公司实现营业收入1014.51亿，同比上升11.81%；实现归母净利润42.60亿元，同比下降17.25%。预计2021年一季度实现归母净利润18-24亿。",neutral,-0.0016492414,1.3356909
2021-01-08,66,中国长城,深度报告：信创龙头腾飞在即，PK生态加速共筑长城,信创厂商进入协同发展，中电子引领网信平台创新。中国电子CEC具有国产PK生态系统，同时旗下子公司覆盖基础软硬件、应用软件和信息安全等领域，近期中国电子在深圳举办中国电子有限公司（以下简称“中电限”）成立大会，中软系统转让所持迈普通信股权予以中国长城，以及子公司中国软件旗下麒麟软件与天津飞腾、金山办公、三六零全资控股的鸿腾智能等合作投资标的公司“先进操作系统创新中心(天津)有限公司”，我们认为中电限意味着中电子在打造网信产业平台的新征程，PK生态平台更为重要，集团优势资源将向大平台集中。中国长城作为中电子核心平台，同时也是飞腾公司参股方，在发展信创新生态和开拓新模式地位凸显。,neutral,-0.0008647151,0.80720484
2022-08-22,1,平安银行,2022年中报点评：利润保持高增，零售深化转型,"事件：8月17日，平安银行发布22H1报告，营收920亿元，YoY+8.7%；归母净利润221亿元，YoY+25.6%；不良率1.02%，拨备覆盖率290%。
归母净利润保持高增，净利息收入持续回暖。平安银行22H1营收同比+8.7%，环比-1.9pct，主要受中收下行拖累；归母净利润同比+25.6%，环比小幅下行1.2pct，但整体看处于较高水平。拆解营收构成，净利息收入同比增速7.9%，环比+0.6pct，支持营收增长。其他非息收入同比+50.2%，延续高增速，主要是把握外汇市场机会获取较高汇兑损益。因主动压降非标产品、市场行情波动影响代销，中收同比有所下行。",neutral,-0.00011784537,0.33338255
2022-09-04,2,万科A,逆境方显龙头本色，多元经营带动逆势上扬,"事件
公司发布2022年半年度报告：2022年上半年实现营业收入2069亿元（同比+23.82%）；归母净利润122亿元（同比+10.64%）；基本每股收益1.05元（同比+10.57%）。",neutral,-0.005155497,0.30586374
2022-08-22,155,川能动力,绿电主业稳步增长，锂电全链有序推进,"业绩总结：2022年上半年，公司实现营业收入14.6亿元，同比下降56.1%；归母净利润3.3亿元，同比上涨12.4%；扣非归母净利润2.6亿元，同比下降8.8%。公司营收下降，主要由于主动停止占比高但盈利能力差的新能源综合服务业务，加速优化业务结构，由于鼎盛锂业并表，利润得到提升。
鼎盛锂业资产并表助推业绩增长，加大研发投入公司布局长远。22年上半年公司锂电业务销售收入2.4亿元，同比增长5.3%。鼎盛锂业于2022年6月29日完成股权交割，将纳入公司合并报表范围，由鼎盛锂业开展的锂盐业务上半年共生产锂盐产品3348吨，同比增长59.4%。鼎盛锂业并表将助力公司完善锂电池上游配套产业，提升持续经营能力。同时，公司上半年研发投入5.4亿元，同比增长170.4%，主要用于碳酸锂、氢氧化锂产品产销。",neutral,-6.200437e-05,0.050734997
2022-03-09,63,中兴通讯,2021年年度报告点评：业绩符合预期，毛利率大幅改善，费用结构持续优化,"事件概述：2022年3月8日，公司发布2021年年度报告，实现营业收入1145.2亿元，同比增长12.9%，实现归母净利润68.1亿元，同比增长59.9%，实现扣非归母净利润33.1亿元，同比增长219.2%，业绩符合我们预期。
营收端，两大地区三大业务均有增长，基本盘稳固，第二成长曲线动能充沛",neutral,-0.065843046,0.5431813
2022-08-25,90,天健集团,业绩变化平稳，拿地力度同比增强,"事件
天健集团(000090)发布2022年中报，主要内容如下：",neutral,-0.23194934,1.0184544
2022-04-28,1,平安银行,业绩持续高增，战略推进积极,"平安银行2022年Q1净利润128.5亿，同比增长26.8%。规模、拨备和其他非息贡献业绩高增。净利息收入、净手续费收入和其他非息同比增长7.3%、4.8%和51.9%，营业收入同比增长10.6%，总资产较年初增长4%，贷款增长3%，存款增长6.3%。不良率1.02%，拨备覆盖率289%，核心一级资本充足率8.64%。
业绩仍然高增，战略积极推进。平安银行季报业绩高增26.8%，高增长带动盈利能力改善，ROE14.1%，同比提升1.8个百分点，公司盈利快速增长主要源于拨备、规模、投资收益等贡献。季报亮点在于：净息差环比改善，存款增长较快，成本持续贡献。战略推进仍积极，客户数和客户AUM保持增长，代发贡献亦有所提升，财富业务受市场扰动，收入和app月活有所下降。核心一级资本充足率8.64%，关注后续资本补充情况。现阶段规模略缓无碍基本面，主要关注后续资产质量能否持续保持平稳和收入业务能否逐步实现内生可持续增长。",neutral,-5.3082127e-05,0.041240394
2022-10-25,1,平安银行,规模稳健扩张，大力支持实体,"净利润增速保持稳定。2022年前三季度营收1383亿元，同比增长8.7%，增速较中报持平;前三季度归母净利润367亿元，同比增长25.8%，增速较中报基本持平。公司整体营收及净利润增长表现与中报接近，增速基本保持稳定。前三季度年化加权平均ROE13.5%，同比回升1.7个百分点。
内生性补充资本，支持实体经济。公司净利润增速明显高于营收增速，主要是公司当前核心一级资本充足率仅有8.81%，因此在资产质量稳定的情况下，通过拨备反哺利润增长，实现内生性补充资本，以更好地支持未来的信贷投放和资产增长，服务实体经济。",neutral,-0.000988738,0.07516235
2022-08-29,27,深圳能源,2022年半年报点评：煤电毛利率大幅改善，低碳能源开拓加快,"事件
深圳能源发布2022年中期报告，2022年1-6月实现营业收入162.84亿元，同比上升了18.81%；实现毛利28.73亿元，同比下降了21.24%；实现营业利润14.21亿元，同比下降了41.95%；实现归属母公司净利润10.74亿元，同比下降了45.23%。",positive,0.9937442,1.244833
2022-04-26,63,中兴通讯,开局稳健，盈利上升趋势进一步确认,"业绩简评
公司 4 月 25 日发布 2022 年第一季度报告，报告期内，公司实现营业收入279.3 亿元，同比增长 6.4%；归属于上市公司普通股股东的净利润 22.2 亿元，同比增长 1.6%；归属于上市公司普通股股东的扣除非经常性损益的净利润 19.5 亿元，同比增长 117.1%。扣非增长超预期。",neutral,-0.00012407472,0.04963571
2022-10-31,35,中国天楹,三季报点评报告：传统业务有望逐步放量，重力储能项目进展顺利,"事件
10月28日公司发布2022年三季度报告，2022年前三季度实现营收38.67亿元，同比-77.67%；归母净利润1.26亿元，同比-76.69%。其中，2022年Q3实现营收13.61亿元，同比-76.73%，归母净利润0.02亿元，同比-98.91%。",negative,-0.9461278,1.127661
2022-09-30,35,中国天楹,公司深度报告：环保业务稳中有升，重力储能打造第二增长曲线,"固废综合环境服务商，切入新能源实现双轮驱动
公司成立于2006年，主营业务为垃圾焚烧发电及相关设备的研发、生产和制造，深耕行业十余年，公司已经成长为细分领域龙头企业之一。在立足垃圾焚烧发电的基础上，公司积极向垃圾智慧分类、城乡智慧环卫、危废、建筑垃圾、餐厨垃圾、再生资源回收等领域拓展，实现了从前端清扫、中转到分选、末端处置的城市环境服务全产业链，打造综合环境服务商。公司秉承“环保+新能源”双轮驱动的发展战略，2021年公司以重力储能为切入点正式进军新能源行业，打造新的业绩增长点。",neutral,-0.0026099298,0.2804501
2022-04-01,157,中联重科,2021年报点评：公司业绩承压，盈利能力下滑,"事件：中联重科发布2021年报，公司2021年实现营业收入671.31亿元，同比增长3.11%；归属于上市公司股东的净利润62.70亿元，同比下降13.88%；归属于上市公司股东的扣除非经常性损益的净利润58.28亿元，同比下降7.61%。
点评：",positive,0.99821746,0.16138351
2022-04-13,31,大悦城,销售业绩稳步增长，持有业务向好发展,"一、 销售业绩稳步增长，销售回款率超过 100%
2021 年，大悦城实现合同销售 727 亿元，同比增长 5%，全口径回款金额 764.1 亿元，综合回款率创新高。 投资方面，坚持布局高能级城市，拿地成本有所上升。",neutral,-6.854031e-05,0.046692193
2022-06-14,301,东方盛虹,公司深度报告：大炼化即将发力，EVA持续高景气，聚酯盈利中枢上升，看好未来成长,炼化投产稳步推进，盛虹项目即将贡献业绩。双碳目标为石化行业提出了更高的挑战和要求，我们认为，在供给侧发展受限的环境下，炼化一体化装置凭借其更高的能源利用率及更低的单位能耗强度助推产业链实现低碳发展，协同化、一体化结构也将是未来我国石化行业的发展趋势。对于主营业务为中下游聚酯的民营石化企业来说，向上游炼化项目发展并且最终实现全产业链一体化布局使得企业从成本、产品种类和生产效率等各方面均优势完备，彻底改变了行业的竞争力要素和投资逻辑。一体化炼化项目可以获取整个“炼化-PX-PTA-涤纶长丝”全产业链利润，一体化布局的产业链整体利润水平高于单个产品竞争状态，同时可加强公司上下游议价权和抗风险能力，告别过去单个产品高度竞争的格局，提高业绩的稳定性。在民营大炼化纷纷落地的环境下，我们认为盛虹炼化有三大可竞争优势：1）降油增化改善盈利。随着国家政策方向的发展和实际运营过程中不断发掘出来的下游化工品的精细化和差异化的价值，东方盛虹对其装置配套按照“降油增化”的目标进行了改良，其成品油收率只有31%。在双碳大背景下，国内成品油过剩现象未来日益严峻，向下游化工材料延伸、走小油头大化工路径的炼厂具有更强的竞争力和抗风险能力。2）市场区位优势及产业园协同效益。项目位于江苏和山东两省交汇处，江苏省和山东省的中小型下游企业多，对芳烃、烯烃等大宗原料有较大需求量，同时江苏、山东两省化,neutral,-0.0006028726,0.026224196
2022-10-10,2,万科A,公司信息更新报告：销售降幅同比缩窄，万物云顺利上市,"销售降幅收窄，四季度业绩释放可期
万科发布2022年9月经营简报。公司9月合同销售面积227.1万平方米，合同销售金额347.3亿元，分别同比下滑0.5%和3.8%，降幅较8月同比收窄。公司1-9月合同销售面积1936.9万平方米，合同销售金额3146.7亿元，分别同比下滑34.3%和34.3%，降幅有所缩窄，好于克而瑞百强房企销售金额45.4%的下滑比例。我们认为在九月多部门针对刚需和改善客户的放松政策落地后，公司四季度销售业绩释放可期。我们维持盈利预测不变，预计2022-2024年万科A归母净利润分别为244.4、269.0、297.5亿元，EPS分别为2.10、2.31、2.56元，当前股价对应PE估值分别为8.4、7.7、6.9倍，维持“买入”评级。",neutral,-0.0010102018,0.36318678
2022-08-18,1,平安银行,盈利实现较高增速，资产质量保持稳健,"事件：8月17日，平安银行公布2022半年报。公司全年实现营收/拨备前利润/净利润920.2、668.1、220.9亿元，分别同比增长8.7%/10.1%/25.6%。加权平均ROE为12.2%，同比上升1.46pct。点评如下：
在规模、非息、拨备驱动下，净利润实现较高增速。1H22营收同比增8.7%；净利润同比增25.6%，业绩保持较高增速。盈利贡献拆分看：收入端，以量补价、净利息收入维持平稳增长（同比+7.9%）；非息收入同比增10.4%，主要得益于投资收益的增长。支出端，成本收入比26.5%，同比下降0.9pct，经营质效提升；在资产质量平稳、拨备充足的背景下，上半年公司拨备计提力度较为温和（信用减值损失同比小幅增1.5%）。整体来看，规模、非息收入、以及拨备对利润的正向贡献较大，推动净利润保持高增。",neutral,-0.00017277707,0.027701974
2022-11-07,2,万科A,公司信息更新报告：单月销售保持低迷，投资力度有所回升,"单月销售保持低迷，投资力度有所回升，维持“买入”评级
万科发布2022年10月经营简报。公司10月销售面积及金额分别同比下滑23.0%和23.5%，投资力度有所改善，拿地/销售金额达36.1%。我们认为公司销售回暖不及预期主要在于十月多地疫情散发，行业持续下行压制市场信心，购房者观望情绪浓厚。我们认为四季度地方层面放松政策有望持续，年底在加大供货的预期下公司销售业绩有望同比回升。我们维持盈利预测不变，预计2022-2024年万科A归母净利润分别为244.4、269.0、297.5亿元，EPS分别为2.10、2.31、2.56元，当前股价对应PE估值分别为6.7、6.1、5.5倍，维持“买入”评级。",neutral,-0.0015973249,1.2148579
2022-06-21,2,万科A,公司首次覆盖报告：行业龙头稳健发展，多元业务助力盈利提升,"万科作为行业龙头，盈利水平修复可期
展望未来，行业整体进入精细化运营发展阶段。万科作为行业龙头，以其敏锐的战略投资眼光、突出的品牌影响力、丰富的操盘运营经验、稳健的风险管理策略和多元的业务布局领先行业发展。我们认为公司有动力和机会保持现有规模，叠加多元化业务持续发展，将助力公司整体盈利水平修复。我们预计万科A在2022到2024年归母净利润分别为244.4、269.0、297.5亿元，EPS分别为2.10、2.31、2.56元，对应PE估值分别为8.8、8.0、7.3倍，首次覆盖给予“买入”评级。",neutral,-0.0005824017,0.036311746
2022-09-05,34,神州数码,2022年半年报点评：云、信创业务高速增长，鲲鹏核心标的潜力可期,"2022年8月30日公司发布2022年半年报，公司2022H1实现营业收入576.74亿元，同比增长1.72%；归母净利润3.9亿元，同比扭亏为盈；扣非归母净利润3.77亿元，同比增长10.37%。
云业务成长动能强劲，MSP、AGG等细分业务增速超40%。2022H1公司云计算及数字化转型业务实现营业收入23.71亿元，同比增长40%，其中云转售（AGG）业务收入21.03亿元，同比增长42%，毛利率7.18%；云管理服务（MSP）收入2.26亿元，同比增长37%，毛利率47.21%；数字化转型解决方案（ISV）收入0.42亿元，同比增长12%，毛利率79.48%。",neutral,-8.795239e-05,0.018689454
2022-04-26,12,南玻A,计提减值影响利润，电光驱动未来可期,"投资摘要
事件概述",negative,-0.9883011,0.32505155
2022-04-28,157,中联重科,2022年一季报点评：Q1高基数下符合预期，看好稳增长背景下行业回暖,"事件： 公司披露 2022 年一季报。
Q1 行业高基数下滑幅度较大，业绩基本符合预期",negative,-0.956989,0.9301193
2022-08-29,63,中兴通讯,2022年半年度报告点评：三大业务齐头并进，第二曲线业务取得良好进展,"公司于2022年8月26日收盘后发布《2022年半年度报告》、《2022年半年度非经营性资金占用及其他关联资金往来情况汇总表》等。
点评：",neutral,-0.0011115641,1.04823
2022-07-20,90,天健集团,公司首次覆盖报告：城建提速，旧改落子，特区天健整装再出发,"深圳城市综合运营商，国资控股体制持续优化
公司扎根深圳，致力于为重大基础设施建设、民生工程和公共服务提供一揽子解决方案。公司作为深圳特区建工集团旗下核心企业，城市建设业务未来将充分受益深圳持续的基建项目落地；同时住宅开发业务预计下游需求稳定，旧改项目有望带动长期规模增长。我们预计2022-2024年归母净利润分别为23.4、29.6、36.5亿元，EPS分别为1.25、1.59、1.95元，当前股价对应P/E估值分别为4.7、3.7、3.0倍。首次覆盖给予“买入”评级。",neutral,-0.0013008029,0.9648702
2022-04-01,2,万科A,利润规模有所下滑，开发运营并行发展,归母利润下滑，财务状况健康。]2021年公司实现营收4528.0亿元（+8.0%），实现归母净利润225.2亿元（-45.8%），整体毛利率21.8%（-7.4%）。利润的下降主要开发业务毛利率下降、投资收益回落以及计提资产减值损失。面对市场波动，公司保持健康的财务状况，2021年现金短债比为1.5，净负债率29.7%，仅扣除预收后的资产负债率达68.4%，三道红线指标达“绿档”；公司有息负债2660亿，短期债务仅586亿，占比22%；存量融资的融资成本降至4.11%。,positive,0.9973253,0.10636282
2022-04-27,1,平安银行,2022年一季报点评：存款增长加快，净息差环比回升,净利润增长超出预期。2022年一季度营收462亿元，同比增长10.6%，增速较去年年报小幅回升0.3个百分点;一季度PPOP同比增长13.3%，增速较去年年报回升0.8个百分点；一季度归母净利润129亿元，同比增长26.8%，增速较去年年报回升1.2个百分点。考虑到去年年报的同比基数较低，因此去年全年归母净利润的两年平均增速为13.5%，相比之下，今年一季度的业绩增速超出我们预期。一季度加权ROE14.1%，同比回升1.8个百分点。,neutral,1.4002959e-05,0.022715628
2022-09-09,63,中兴通讯,第二曲线业务加速成长，主营业务稳步提升,"结论与建议：
公司2022年上半年实现营业收入598.2亿，YOY+12.71%；录得归母净利润45.7亿，YOY+11.95%；扣非后净利润37.3亿，YOY+65.83%，符合市场预期，维持“买进”建议。",neutral,-0.0043882937,0.27418226
2022-03-11,26,飞亚达,2021年业绩点评报告：名表零售延续高增，自有品牌稳健增长,报告关键要素:2022年3月10日，公司发布2021年年度报告，报告显示，报告期内公司实现营业总收入52.44亿元（YoY+23.57%），实现归母净利润3.88亿元（YoY+31.87%）。拆分Q4来看，实现营业总收入11.59亿元（YoY-10.87%），归母净利润0.45亿元（YoY-43.95%）。此外，公司拟向全体股东每10股派发现金红利3元（含税）。,neutral,-0.0025801263,1.2060099
2022-08-19,1,平安银行,业绩增速平稳，盈利能力回升,2022年中报业绩增速平稳，盈利能力有所回升。2022年上半年营收920亿元，同比增长8.7%，增速较一季度回落1.9个百分点，主要是受市场因素影响，代理基金等收入减少导致;上半年PPOP同比增长12.3%，增速较一季度回落1.0个百分点；上半年归母净利润221亿元，同比增长25.6%，增速较一季度降低1.3个百分点，与去年年报持平，总体变化不大，比较平稳。2022年上半年加权ROE12.2%，同比回升1.5个百分点。,neutral,-0.0007579058,0.03944975
2022-09-05,157,中联重科,2022年中报点评：疫情影响需求，稳增长政策下有望边际改善,事件： 公司披露《2022 年半年度报告》， 2022H1 实现营收 212.99 亿元（yoy-49.82%），归母净利润 17.16 亿元（yoy-64.62%），毛利率 20.78%（yoy-4.23pct），净利率 8.26%（yoy-3.33pct）； 2022Q2 实现营收 112.88 亿元（yoy-51.76%），归母净利润 8.09 亿元（yoy-66.75%），毛利率 21.41%（yoy-1.84pct），净利率 7.29%（yoy-3.37pct）。,neutral,-0.023471048,1.0164351
2022-03-24,63,中兴通讯,中兴通讯：外部扰动因素释放，看好ICT龙头长期发展,"事件：3月23日，中兴通讯发布内部消息公告级复牌公告，收到美国德克萨斯北区联邦地区法院判决，裁定不予撤销中兴通讯的缓刑期(即缓刑期将于原定的2022年3月22日（美国时间）届满)且不附加任何处罚，并确认监察官任期将于原定的2022年3月22日（美国时间）结束。
全面开展合规体系建设，推动全球ICT产业创新和可持续发展：中兴通讯坚持合规为战略发展的基石和经营底线，全面开展合规体系建设，当前美国德克萨斯北区联邦地区法院裁定不予撤销中兴通讯的缓刑期（即缓刑期将于原定的2022年3月22日（美国时间）届满）并且不附带任何附加处罚，同时确认监察官任期结束；我们认为，外部扰动因素逐步释放，同时中兴通讯将持续加强合规体系建设，经营基本面持续改善向好，作为国内领先的ICT产业龙头，技术、产品以及专利优势显著，将进一步带动业绩稳步向上。",neutral,-0.00079319306,0.10599524
2022-03-31,34,神州数码,2021年年报点评：营收首次突破千亿，云+信创双轮驱动,"事件： 公司发布 2021 年年报，公司实现营业收入 1223.85 亿元，同比增长32.94%；扣非净利润 6.72 亿元，同比增长 3.14%。业绩超出市场预期。
自主品牌业务表现亮眼， 云计算及数字化转型业务高速增长： 分业务来看， IT 分销和增值业务营收 1168.38 亿元，同比增长 31.79%。 2021 年缺芯叠加国产化替代加速促使半导体行业整体景气度快速提升，在此背景下，公司微电子业务报告期内取得了大幅增长。 云计算及数字化转型业务营收 38.85 亿元，同比增长 45.71%。其中云转售业务（ AGG）收入34.4 亿元，同比增长 45%，云管理服务及数字化转型解决方案业务（ MSP+ISV）收入 4.5 亿元，同比增长 54%。自主品牌业务营收 16.50亿元，同比增长 126.86%。自主品牌业务快速增长的主要原因是信创业务取得突破式发展， 2021 年收入 11.5 亿元，同比增长 236%。",neutral,-1.9136933e-05,0.53428483
2022-04-25,12,南玻A,业绩大幅增长，各板块扩张稳步推进,计提大额减值准备，业绩仍保持大幅增长。2021年实现营收136.29亿元，同增27.72%，归母净利润15.29亿元，同增96.24%，扣非后归母净利润14.40亿元，同增166.56%，EPS为0.50元/股，拟10派2元（含税），符合此前业绩预告。业绩大幅增长主要受益于报告期内平板玻璃均价涨幅较大，同时电子玻璃业绩迅速提升（不考虑计提减值）。公司全年计提减值资产和信用准备11.36亿元，主要包括太阳能业务资产计提、清远南玻一期电子玻璃在建资产计提、商誉和部分涉诉应收款等。,neutral,-0.00030271886,0.031038642
2022-04-26,63,中兴通讯,Q1业绩超出预期 扣非净利润大幅增长,"事件描述：
公司发布2022年一季度业绩报告：2022年Q1，公司实现营业收入279.3亿元，同比增长6.4%；归母净利润为22.2亿元，同比增长1.6%；归母扣非净利润为19.5亿元，同比增长117.1%；基本每股收益为0.47元。",neutral,-0.00016879058,0.04964763
2022-05-04,66,中国长城,2021年年报和2022年一季报点评：网信业务增速亮眼，飞腾发展逐步加快,事件：2022年4月29日，公司发布2021年年报和2022年一季报。2021年，公司实现营收177.90亿元，同比增长23.15%；归母净利润5.98亿元，同比减少35.59%；扣非归母净利润1.32亿元，同比减少73.32%。2022年一季度，公司实现营收28.29亿元，同比减少9.24%；归母净利润-1.17亿元，同比增加26.35%；扣非归母净利润-1.03亿元，同比增加9.39%。,neutral,-0.00023455507,0.5139997
2022-08-24,26,飞亚达,销售逐月改善，积极应对经营压力,"事件：公司发布半年报，1H22实现营业收入21.84亿元，同比下降21.4%，实现归母净利润1.41亿元，同比下降39.8%，扣非归母净利润1.30亿元，同比下降41.9%。公司单Q2实现营业收入10.10亿元，同比下降27.8%，实现归母净利润0.54亿元，同比下降52.9%，扣非归母净利润0.46亿元，同比下降58.4%。
点评：",positive,0.97211546,1.2655072
2022-04-01,2,万科A,开发业务有望企稳，多元经营持续提升,"事件
公司发布2021年度报告：2021年实现营业收入4528亿元（同比+8%）；归母净利润225亿元（同比-45.7%）；基本每股收益1.94元（同比-46.4%）。分红比例创历史新高，公司拟合计派发分红112.8亿元，占归母净利润比例为50.1%。",neutral,-0.003469683,0.51881874
2022-08-21,301,东方盛虹,光伏EVA持续高景气，大炼化平台形成在即,事件：2022年8月19日晚，东方盛虹发布2022年度中期报告。2022年上半年公司实现营业总收入302.42亿元，同比增长15.66%，环比增长18.25%；实现归母净利润16.36亿元，同比下降44.06%，环比增长1.06%；扣非净利润15.96亿元，同比增长32.79%，环比增长4626.90%；经营活动产生的现金流量净额为61.07亿元，同比增长78.95%，环比增长217.86%；基本每股收益为0.28，同比下降42.86%，加权平均资产收益率为5.83%，同比下降5.37%。,neutral,-0.00014241712,0.06825745
2022-08-22,26,飞亚达,点评报告：多重压力导致业绩短期承压，精密科技业务取得较大突破,"报告关键要素:
2022年8月19日，公司发布2022年半年度报告。报告显示，公司2022H1实现营业收入21.84亿元（YoY-21.38%），实现归母净利润1.41亿元（YoY-39.76%），扣非归母净利润1.3亿元（YoY-41.94%）。其中，Q2实现营业收入10.1亿元（YoY-27.83%），实现归母净利润0.54亿元（YoY-52.88%），扣非归母净利润0.46亿元（YoY-58.42%）。",positive,0.98388076,1.0780631
2022-07-19,27,深圳能源,深度报告：聚焦成长的能源环保服务商,"公司定位于成长性的低碳清洁、多元综合、国际化的综合城市能源和环保服务商。
公司“十四五”战略发展规划中明确提出：坚定不移实施转型发展培育新动能，紧抓“双区”建设重大历史机遇，聚焦“30·60-碳达峰、碳中和”重大战略目标，打造以“清洁电力、生态环保、综合燃气、能源国际”为核心，构建以“能源科技、金融资本”为驱动的“四核双驱”六大板块，努力将公司塑造成为具有国际影响力的清洁能源与生态环保综合服务商。",neutral,-0.009115398,0.3601188
2022-04-05,2,万科A,开发业务加强统筹，多元业务发展较快,2021年，在房地产开发业务上，万科的销售业绩和净利润均出现了一定程度的下滑，但多元化业务发展较快。我们认为，作为房地产行业的龙头房企，万科的表现具有一定的代表性，反映出房企的普遍现状，即规模增长放缓甚至回落，地价高企和投资的不确定性增加导致利润率收窄至常规区间，以及企业在行业下行下进行资产计提减值。但我们也认为，通过战略和管理上的调整，万科在经营和利润的实现上有望止跌企稳，同时多元化业务的快速发展也为万科拓展了未来的空间。,neutral,-0.0009344967,0.41846293
2022-04-27,1,平安银行,2022年一季报详解：业绩立标杆，质效双提升,"事件：4月26日，平安银行发布2022年一季报，营收462.1亿元，YoY+10.6%；归母净利润128.5亿元，YoY+26.8%；不良率1.02%，拨备覆盖率289%。
慷慨放业绩，展现竞争力。平安银行22Q1营收YoY+10.6%，环比提升0.3pct，归母净利润YoY+26.8%，环比提升1.2cpt，该利润增速水平，不光领先股份行，甚至跟比起营收增速在20%附近的城农商行，也不逊色。其中，拨备反哺因素贡献了12.1pct。",neutral,-0.0005187788,0.10024476
2022-09-02,2,万科A,地产开发继续蛰伏，多元业务保持较快发展,2022年上半年，万科以“止跌企稳，稳中提升”为重心，在销售规模下滑下，地产业务投资谨慎，但经营服务业务保持较快发展，开始推动万科云上市。我们认为，在当下求生存优先于谋发展的市场环境下，万科经营状况延续了2021年下半年以来蛰伏过冬的状态，审慎投资，以保证财务和资金安全。,neutral,-0.0012743123,0.17642254
2022-05-05,66,中国长城,行业信创有望成为公司增长驱动力,事件：公司公布 2021 年报，2021 年实现营业收入 177.90 亿元，同比增长 23.15%；实现归母净利润 5.98 亿元，同比减少 35.59%；实现扣非后归母净利润 1.32 亿元，同比减少 73.32%。公司发布 2022 年一季报，实现营业收入 28.29 亿元，同比减少9.24%；归母净利润-1.17 亿元；扣非后的归母净利润-1.03 亿元；亏损幅度有所收窄。,neutral,-0.04091692,0.8398521
